iter	Passed	Remaining
667	128446	63838
668	128636	63645
669	128846	63461
670	129055	63277
671	129330	63125
672	129558	62950
673	129764	62764
674	129988	62587
675	130236	62420
676	130540	62281
677	130791	62116
678	130987	61924
679	131178	61731
680	131365	61535
681	131673	61396
682	131911	61224
683	132139	61046
684	132346	60860
685	132607	60697
686	132817	60512
687	133061	60341
688	133286	60162
689	133515	59985
690	133779	59823
691	134118	59694
692	134414	59545
693	134682	59384
694	134922	59210
695	135238	59069
696	135493	58901
697	135797	58754
698	136100	58606
699	136352	58436
700	136640	58281
701	136864	58099
702	137124	57931
703	137433	57784
704	137662	57603
705	137951	57447
706	138261	57299
707	138505	57123
708	138717	56934
709	138998	56773
710	139279	56612
711	139517	56434
712	139794	56270
713	140034	56092
714	140322	55932
715	140537	55743
716	140764	55559
717	140999	55378
718	141262	55208
719	141487	55022
720	141784	54865
721	142043	54692
722	142432	54569
723	142654	54382
724	142880	54196
725	143081	54000
726	143275	53802
727	143484	53609
728	143706	53421
729	143898	53222
730	144102	53028
731	144284	52825
732	144455	52618
733	144734	52451
734	144967	52267
735	145165	52070
736	145367	51874
737	145575	51681
738	145835	51506
739	146012	51301
740	146185	51096
741	146365	50892
742	146549	50690
743	146758	50497
744	146928	50291
745	147122	50092
746	147308	49891
747	147519	49699
748	147800	49530
749	148026	49342
750	148242	49150
751	148451	48957
752	148660	48763
753	148854	48565
754	149049	48367
755	149232	48164
756	149428	47967
757	149671	47784
758	149913	47600
759	150146	47414
760	150345	47217
761	150517	47011
762	150722	46816
763	150902	46613
764	151098	46415
765	151269	46210
766	151463	46011
767	151658	45813
768	151828	45607
769	151989	45399
770	152206	45207
771	152358	44997
772	152516	44788
773	152718	44592
774	152894	44388
775	153156	44210
776	153360	44014
777	153531	43809
778	153709	43606
779	153896	43406
780	154131	43220
781	154408	43044
782	154601	42846
783	154799	42648
784	154961	42441
785	155153	42242
786	155407	42060
787	155640	41872
788	155826	41672
789	155985	41464
790	156166	41262
791	156358	41063
792	156584	40873
793	156748	40667
794	156951	40471
795	157140	40272
796	157313	40068
797	157556	39882
798	157774	39690
799	158000	39500
800	158218	39307
801	158418	39110
802	158635	38918
803	158816	38716
804	158991	38513
805	159177	38313
806	159349	38109
807	159609	37927
808	159831	37735
809	160002	37531
810	160219	37338
811	160431	37144
812	160654	36952
813	160918	36770
814	161154	36581
815	161352	36383
816	161604	36197
817	162001	36044
818	162213	35849
819	162388	35646
820	162589	35448
821	162800	35253
822	163088	35074
823	163292	34877
824	163533	34688
825	163749	34494
826	163940	34294
827	164184	34105
828	164371	33905
829	164560	33705
830	164789	33513
831	164993	33316
832	165293	33138
833	165481	32937
834	165691	32741
835	165883	32541
836	166103	32347
837	166383	32164
838	166595	31968
839	166791	31769
840	166991	31571
841	167198	31374
842	167443	31184
843	167686	30994
844	167905	30799
845	168088	30597
846	168295	30400
847	168585	30218
848	168824	30026
849	169046	29831
850	169271	29637
851	169438	29433
852	169725	29249
853	170003	29063
854	170189	28862
855	170372	28660
856	170595	28465
857	170817	28270
858	171002	28069
859	171187	27867
860	171355	27663
861	171537	27461
862	171807	27274
863	172028	27078
864	172278	26887
865	172500	26691
866	172754	26501
867	172984	26306
868	173195	26108
869	173385	25908
870	173586	25709
871	173784	25509
872	174053	25320
873	174236	25118
874	174434	24919
875	174619	24717
876	174801	24516
877	175022	24319
878	175189	24115
879	175387	23916
880	175602	23719
881	175809	23520
882	175994	23319
883	176186	23119
884	176363	22917
885	176528	22713
886	176708	22511
887	176894	22311
888	177087	22111
889	177321	21916
890	177547	21720
891	177746	21520
892	177986	21326
893	178281	21138
894	178447	20935
895	178625	20733
896	178787	20529
897	179001	20331
898	179180	20130
899	179452	19939
900	179647	19739
901	179859	19541
902	180039	19339
903	180221	19138
904	180593	18957
905	180779	18756
906	180951	18554
907	181140	18353
908	181286	18148
909	181475	17948
910	181732	17754
911	181934	17555
912	182098	17352
913	182265	17149
914	182461	16949
915	182686	16752
916	182908	16555
917	183081	16353
918	183250	16151
919	183413	15948
920	183600	15748
921	183827	15551
922	184010	15350
923	184168	15148
924	184333	14945
925	184504	14744
926	184684	14543
927	184902	14345
928	185078	14144
929	185259	13944
930	185446	13744
931	185617	13542
932	185809	13343
933	186072	13148
934	186249	12947
935	186446	12748
936	186648	12549
937	186838	12349
938	187097	12154
939	187276	11953
940	187460	11753
941	187671	11555
942	187857	11355
943	188049	11155
944	188301	10959
945	188485	10759
946	188701	10560
947	189034	10368
948	189333	10174
949	189637	9980
950	189872	9783
951	190080	9583
952	190290	9384
953	190515	9186
954	190701	8985
955	190864	8784
956	191037	8583
957	191228	8383
958	191460	8185
959	191747	7989
960	191984	7791
961	192170	7590
962	192387	7391
963	192628	7193
964	192821	6993
965	193047	6794
966	193233	6594
967	193445	6394
968	193825	6200
969	193994	5999
970	194160	5798
971	194346	5598
972	194537	5398
973	194752	5198
974	195036	5000
975	195257	4801
976	195457	4601
977	195670	4401
978	195891	4201
979	196134	4002
980	196348	3802
981	196569	3603
982	196750	3402
983	196987	3203
984	197204	3003
985	197367	2802
986	197537	2601
987	197735	2401
988	197963	2201
989	198214	2002
990	198418	1801
991	198627	1601
992	198819	1401
993	198998	1201
994	199176	1000
995	199411	800
996	199609	600
997	199784	400
998	200006	200
999	200208	0
